iso3,month,hdx_alert_level,hdx_value
MLI,2022-01-01,['Medium concern'],257.0
MLI,2022-03-01,['High concern'],631.0
MLI,2023-01-01,"['Medium concern', 'High concern']",23044.10476190476
MLI,2023-10-01,['Medium concern'],530.0
MLI,2024-04-01,['High concern'],4.5
MLI,2024-07-01,['Medium concern'],1.0
MLI,2024-09-01,['High concern'],51489.75862068965
MLI,2025-06-01,"['Medium concern', 'High concern']",1159.0
MMR,2011-01-01,['Medium concern'],199.0
MMR,2012-09-01,['Medium concern'],198.0
MMR,2015-02-01,"['Medium concern', 'High concern']",371.0
MMR,2016-10-01,['Medium concern'],102.0
MMR,2017-08-01,['High concern'],424.0
MMR,2018-08-01,['Medium concern'],1.0
MMR,2019-03-01,['Medium concern'],6718.0
MMR,2019-08-01,['Medium concern'],52619.642857142855
MMR,2020-03-01,['Medium concern'],11635.373439726418
MMR,2021-02-01,['Medium concern'],3.7
MMR,2021-03-01,"['Medium concern', 'High concern']",454.0
MMR,2021-04-01,['High concern'],110936.66150670794
MMR,2021-09-01,['High concern'],1114.0
MMR,2022-01-01,['Medium concern'],4.3
MMR,2022-05-01,['High concern'],4.4
MMR,2022-06-01,['High concern'],2097.0
MMR,2022-09-01,['Medium concern'],18.0
MMR,2023-01-01,"['Medium concern', 'High concern']",48511.239130434784
MMR,2023-03-01,"['Medium concern', 'High concern']",112497.27713920816
MMR,2023-08-01,['High concern'],53592.0
MMR,2023-11-01,"['Medium concern', 'High concern']",138863.0945945946
MMR,2025-08-01,['High concern'],62300.0
MMR,2026-01-01,['Medium concern'],59931.1475409836
MOZ,2016-11-01,['Medium concern'],1.0
MOZ,2018-02-01,['Medium concern'],1.0
MOZ,2019-03-01,"['High concern', 'Medium concern']",88890.88888888889
MOZ,2019-06-01,['High concern'],0.05
MOZ,2019-09-01,['High concern'],104.0
MOZ,2020-01-01,['Medium concern'],1.0
MOZ,2020-04-01,['High concern'],148.0
MOZ,2020-09-01,['Medium concern'],5187.333333333333
MOZ,2020-11-01,['Medium concern'],13.0
MOZ,2021-01-01,['Medium concern'],4.6
MOZ,2021-03-01,['High concern'],423.0
MOZ,2021-04-01,['High concern'],0.13
MOZ,2022-01-01,['Medium concern'],53180.2
MOZ,2022-06-01,"['Medium concern', 'High concern']",13559.333333333334
MOZ,2023-02-01,['Medium concern'],1.0
MOZ,2023-07-01,['Medium concern'],0.2
MOZ,2024-02-01,"['Medium concern', 'High concern']",60694.03781979977
MOZ,2024-03-01,['Medium concern'],1.0
MOZ,2024-04-01,['Medium concern'],3.7
MOZ,2024-07-01,['High concern'],3.9
MOZ,2024-11-01,['Medium concern'],138.0
MOZ,2024-12-01,['High concern'],155306.0
MOZ,2025-01-01,['Medium concern'],1.0
MOZ,2025-08-01,['Medium concern'],164829.0
MOZ,2025-11-01,['High concern'],111760.0
MOZ,2026-01-01,['Medium concern'],392001.0
MRT,2017-08-01,['Medium concern'],1.0
MRT,2017-11-01,['High concern'],2.0
MRT,2018-08-01,['Medium concern'],1.0
MRT,2019-08-01,['Medium concern'],1.0
MRT,2020-08-01,['Medium concern'],3.0
MRT,2022-03-01,['Medium concern'],0.2
MWI,2017-12-01,['Medium concern'],1.0
MWI,2018-08-01,['Medium concern'],0.22
MWI,2019-03-01,['Medium concern'],54038.0
MWI,2020-11-01,['Medium concern'],14.0
MWI,2021-07-01,['Medium concern'],3.0
MWI,2022-01-01,['Medium concern'],23.0
MWI,2022-02-01,['Medium concern'],52214.40322580645
MWI,2022-06-01,['Medium concern'],0.2
MWI,2022-10-01,['High concern'],3.2
MWI,2023-03-01,"['Medium concern', 'High concern']",164820.5
MWI,2023-06-01,['High concern'],3.5
MWI,2023-07-01,['Medium concern'],0.22
MWI,2024-01-01,['Medium concern'],1.0
MWI,2024-05-01,"['Medium concern', 'High concern']",3.88
MWI,2025-01-01,['Medium concern'],1.0
MYS,2019-12-01,['Medium concern'],52219.00904977376
MYS,2021-01-01,['Medium concern'],50714.825
MYS,2021-12-01,['High concern'],54806.8
MYS,2022-12-01,['High concern'],71368.06982622211
MYT,2024-12-01,['High concern'],100000.0
NAM,2016-11-01,['Medium concern'],1.0
NAM,2018-01-01,['Medium concern'],1.0
NAM,2018-12-01,['Medium concern'],1.0
NAM,2019-05-01,['High concern'],2.0
NAM,2019-11-01,['Medium concern'],1.0
NAM,2020-07-01,['Medium concern'],0.2
NAM,2021-01-01,['Medium concern'],1.0
NAM,2021-10-01,['High concern'],0.05
NAM,2022-01-01,['Medium concern'],1.0
NAM,2023-01-01,['Medium concern'],1.0
NAM,2023-07-01,['Medium concern'],0.26
NAM,2024-01-01,['Medium concern'],1.0
NAM,2024-05-01,['Medium concern'],0.48
NAM,2024-06-01,['High concern'],2.0
NER,1998-12-01,['Medium concern'],150.0
NER,2015-02-01,['High concern'],114.0
NER,2016-06-01,['Medium concern'],113.0
NER,2018-12-01,['High concern'],118.0
NER,2019-03-01,['Medium concern'],5206.612461334512
NER,2020-02-01,['Medium concern'],231.0
NER,2020-04-01,['Medium concern'],15051.818181818184
NER,2020-06-01,['Medium concern'],50601.45283018868
NER,2020-07-01,['Medium concern'],3.7
NER,2021-11-01,['Medium concern'],1.0
NER,2022-08-01,['Medium concern'],16001.0
NER,2023-01-01,['High concern'],3.9
NER,2023-07-01,['High concern'],22848.336353006263
NER,2023-08-01,['Medium concern'],155.0
NER,2024-02-01,['High concern'],308.0
NER,2024-08-01,['High concern'],62602.5
NER,2025-05-01,['Medium concern'],300.0
NER,2025-06-01,['High concern'],396.0
NER,2025-08-01,['Medium concern'],3.8
NGA,1998-10-01,['Medium concern'],732.0
NGA,2000-02-01,"['Medium concern', 'High concern']",1900.0
NGA,2001-07-01,['Medium concern'],203.0
NGA,2003-02-01,['Medium concern'],302.0
NGA,2004-05-01,['High concern'],423.0
NGA,2009-05-01,['High concern'],201.0
NGA,2011-04-01,"['Medium concern', 'High concern']",1767.0
NGA,2012-07-01,['Medium concern'],493.0
NGA,2013-04-01,['Medium concern'],495.0
NGA,2014-03-01,"['Medium concern', 'High concern']",2482.0
NGA,2015-01-01,['High concern'],1838.0
NGA,2017-02-01,['Medium concern'],1.0
NGA,2017-09-01,['Medium concern'],1.0
NGA,2017-10-01,['Medium concern'],783.0
NGA,2018-05-01,['Medium concern'],899.0
NGA,2018-07-01,['Medium concern'],1.0
NGA,2018-09-01,['High concern'],2.0
NGA,2019-01-01,['Medium concern'],12419.333333333334
NGA,2020-04-01,['Medium concern'],4.2
NGA,2020-05-01,"['Medium concern', 'High concern']",1773.0
NGA,2020-08-01,['Medium concern'],1.0
NGA,2020-09-01,['Medium concern'],50288.55158730159
NGA,2021-02-01,['Medium concern'],15779.813186813188
NGA,2021-04-01,['High concern'],44418.047619047626
NGA,2021-08-01,['Medium concern'],1.0
NGA,2022-01-01,['Medium concern'],1253.0
NGA,2022-07-01,['Medium concern'],55975.294117647056
NGA,2022-08-01,"['Medium concern', 'High concern']",321858.9411764706
NGA,2023-03-01,['Medium concern'],22549.00000000001
NGA,2023-05-01,['Medium concern'],4.2
NGA,2024-01-01,['Medium concern'],27643.270443661346
NGA,2024-03-01,['Medium concern'],941.0
NGA,2024-07-01,['Medium concern'],1.0
NGA,2024-09-01,['Medium concern'],167503.1952913257
NGA,2025-06-01,['Medium concern'],5.2
NGA,2025-07-01,['Medium concern'],10053.00000000001
NGA,2025-09-01,['High concern'],1515.0
NGA,2026-01-01,['Medium concern'],19743.00000000001
NIC,2019-08-01,['Medium concern'],1.0
NIC,2020-11-01,['Medium concern'],1.0
NIC,2021-06-01,['Medium concern'],10.0
NIC,2022-10-01,['Medium concern'],1.0
NLD,2021-07-01,['High concern'],51343.0
NPL,2017-09-01,['Medium concern'],1.0
NPL,2019-07-01,['Medium concern'],52221.96428571429
NPL,2023-11-01,['High concern'],53518.0
PAK,2012-02-01,['Medium concern'],625.0
PAK,2014-06-01,['Medium concern'],631.0
PAK,2016-12-01,['Medium concern'],1.0
PAK,2017-02-01,['Medium concern'],363.0
PAK,2018-07-01,['Medium concern'],258.0
PAK,2018-09-01,['Medium concern'],1.0
PAK,2019-02-01,['Medium concern'],5559.837662337662
PAK,2019-04-01,['Medium concern'],0.51
PAK,2020-01-01,['Medium concern'],0.51
PAK,2020-06-01,['Medium concern'],53752.22727272727
PAK,2021-02-01,['Medium concern'],122.0
PAK,2021-05-01,['Medium concern'],3.8
PAK,2021-09-01,['Medium concern'],174.0
PAK,2021-10-01,['Medium concern'],0.26
PAK,2022-03-01,['High concern'],210.0
PAK,2022-06-01,"['Medium concern', 'High concern']",319809.2531918726
PAK,2022-08-01,['Medium concern'],1.0
PAK,2022-09-01,['High concern'],4.03
PAK,2023-02-01,['High concern'],219.0
PAK,2023-03-01,['Medium concern'],10.0
PAK,2023-04-01,['Medium concern'],0.32
PAK,2023-09-01,['High concern'],243.0
PAK,2023-11-01,['High concern'],4.0
PAK,2024-08-01,['High concern'],346.0
PAK,2025-03-01,['High concern'],15014.0
PAK,2025-05-01,['High concern'],503.0
PAK,2025-08-01,['High concern'],55000.0
PAK,2025-09-01,['Medium concern'],103648.00000000004
PAK,2025-10-01,['High concern'],694.0
PER,2016-12-01,['Medium concern'],1.0
PER,2022-02-01,['High concern'],3.0
PER,2022-11-01,['High concern'],3.2
PER,2023-04-01,['High concern'],50685.67002012073
PER,2025-02-01,['High concern'],3.5
PHL,2017-02-01,['Medium concern'],1.0
PHL,2019-01-01,['Medium concern'],1149517.956582633
PHL,2019-07-01,['Medium concern'],14342.0
PHL,2020-02-01,['Medium concern'],3.4
PHL,2020-10-01,['Medium concern'],678432.9545454545
PHL,2020-11-01,['Medium concern'],3.0
PHL,2021-02-01,['Medium concern'],173.0
PHL,2021-03-01,['High concern'],44909.718944099375
PHL,2021-12-01,"['Medium concern', 'High concern']",3971664.5130718956
PHL,2022-05-01,['Medium concern'],15559.88886215846
PHL,2022-11-01,['Medium concern'],105.0
PHL,2023-12-01,['Medium concern'],101.0
PHL,2024-03-01,['Medium concern'],25210.31451612904
PHL,2024-06-01,['Medium concern'],50502.27272727286
PHL,2025-03-01,['Medium concern'],18517.000000000004
PHL,2025-09-01,['Medium concern'],164864.00000000012
PHL,2025-11-01,['High concern'],3.1
PHL,2026-02-01,['Medium concern'],70632.00000000012
PNG,2022-04-01,['High concern'],5022.746851592787
PNG,2024-05-01,['High concern'],50549.47619047619
PRK,2017-07-01,['Medium concern'],1.0
PRK,2018-08-01,['Medium concern'],1.0
PRK,2019-05-01,['Medium concern'],1.0
PRK,2024-11-01,['High concern'],4.1
PSE,2020-05-01,['Medium concern'],3.9
PSE,2021-02-01,['Medium concern'],4.0
PSE,2021-05-01,['High concern'],9524.666666666666
PSE,2021-08-01,['Medium concern'],16.0
PSE,2023-10-01,"['High concern', 'Medium concern']",201881.24285714288
PSE,2023-11-01,['Medium concern'],14.0
PSE,2023-12-01,['High concern'],4.66
PSE,2024-05-01,['High concern'],0.3
PSE,2025-04-01,"['Medium concern', 'High concern']",402075.22
PSE,2025-07-01,['High concern'],0.32
PSE,2025-10-01,['Medium concern'],663294.25
RUS,2023-06-01,['High concern'],10000.0
RUS,2024-01-01,['High concern'],104.0
RUS,2024-08-01,['High concern'],76076.0
RUS,2024-10-01,['High concern'],917.0
RWA,2000-06-01,['Medium concern'],159.0
RWA,2001-05-01,['Medium concern'],700.0
RWA,2017-01-01,['Medium concern'],1.0
RWA,2018-05-01,['Medium concern'],1.0
RWA,2022-04-01,['Medium concern'],16.0
RWA,2022-10-01,['Medium concern'],10.0
RWA,2024-04-01,['Medium concern'],13.0
RWA,2024-11-01,['Medium concern'],24.0
RWA,2025-04-01,['Medium concern'],1.0
RWA,2026-02-01,['Medium concern'],10.0
SAU,2016-08-01,['Medium concern'],217.0
SAU,2017-12-01,['Medium concern'],228.0
SAU,2019-03-01,['Medium concern'],238.0
SAU,2023-01-01,['High concern'],185.0
SDN,1998-10-01,['Medium concern'],1205.0
SDN,2000-06-01,"['Medium concern', 'High concern']",1743.0
SDN,2002-05-01,"['Medium concern', 'High concern']",2486.0
SDN,2003-08-01,['High concern'],3387.0
SDN,2006-10-01,['Medium concern'],288.0
SDN,2008-08-01,['Medium concern'],446.0
SDN,2009-01-01,['High concern'],710.0
SDN,2011-02-01,['Medium concern'],422.0
SDN,2011-04-01,['High concern'],867.0
SDN,2012-09-01,['Medium concern'],324.0
SDN,2013-05-01,"['Medium concern', 'High concern']",2222.0
SDN,2015-04-01,['Medium concern'],708.0
SDN,2016-03-01,['Medium concern'],744.0
SDN,2017-05-01,['Medium concern'],353.0
SDN,2017-08-01,['Medium concern'],1.0
SDN,2018-06-01,['Medium concern'],227.0
SDN,2018-08-01,['Medium concern'],1.0
SDN,2019-05-01,['Medium concern'],51730.3359375
SDN,2019-06-01,['Medium concern'],8566.924778761062
SDN,2020-01-01,['Medium concern'],101.0
SDN,2020-02-01,['Medium concern'],4.6
SDN,2020-05-01,['Medium concern'],13109.0
SDN,2020-06-01,['High concern'],0.05
SDN,2020-07-01,['Medium concern'],190.0
SDN,2020-09-01,['Medium concern'],1.0
SDN,2021-01-01,['High concern'],286.0
SDN,2021-03-01,['High concern'],0.06
SDN,2021-08-01,['High concern'],50906.4
SDN,2022-01-01,['Medium concern'],1.0
SDN,2022-03-01,['High concern'],30.0
SDN,2022-04-01,"['Medium concern', 'High concern']",679.0
SDN,2022-05-01,['High concern'],0.06
SDN,2022-07-01,['Medium concern'],1.0
SDN,2022-08-01,['Medium concern'],51451.87096774193
SDN,2022-11-01,['High concern'],448.0
SDN,2023-04-01,"['Medium concern', 'High concern']",187477.8888888889
SDN,2023-05-01,"['High concern', 'Medium concern']",1013.5
SDN,2023-06-01,['High concern'],4.83
SDN,2023-10-01,['High concern'],693813.3333333334
SDN,2023-11-01,['Medium concern'],15.0
SDN,2024-04-01,['High concern'],0.02
SDN,2024-08-01,"['High concern', 'Medium concern']",119437.0
SDN,2024-10-01,['High concern'],2727.0
SDN,2025-05-01,['Medium concern'],684377.987012987
SDN,2025-08-01,['High concern'],33.0
SDN,2025-09-01,['High concern'],0.01
SDN,2025-11-01,['Medium concern'],3063.0
SEN,2006-06-01,['High concern'],200.0
SEN,2017-11-01,['Medium concern'],1.0
SEN,2018-08-01,['Medium concern'],1.0
SEN,2019-07-01,['Medium concern'],1.0
SEN,2025-06-01,['High concern'],3.1
SLE,1999-05-01,['Medium concern'],107.0
SLE,2018-05-01,['Medium concern'],1.0
SLE,2021-03-01,['Medium concern'],0.22
SLE,2022-03-01,['Medium concern'],15.0
SLE,2024-03-01,['Medium concern'],0.2
SLV,2018-08-01,['Medium concern'],1.0
SLV,2018-11-01,['High concern'],0.05
SLV,2019-01-01,['Medium concern'],130.0
SLV,2020-10-01,['Medium concern'],3.0
SLV,2021-11-01,['Medium concern'],3.1
SLV,2022-05-01,['High concern'],3.2
SLV,2022-10-01,['Medium concern'],1.0
SOM,2003-03-01,['High concern'],102.0
SOM,2004-03-01,['High concern'],122.0
SOM,2006-01-01,['Medium concern'],114.0
SOM,2007-03-01,['High concern'],338.0
SOM,2008-08-01,['Medium concern'],240.0
SOM,2010-01-01,['Medium concern'],176.0
SOM,2010-05-01,['High concern'],491.0
SOM,2011-10-01,['Medium concern'],377.0
SOM,2012-08-01,['Medium concern'],487.0
SOM,2012-09-01,['High concern'],536.0
SOM,2013-11-01,['Medium concern'],395.0
SOM,2014-06-01,['Medium concern'],435.0
SOM,2015-08-01,['Medium concern'],647.0
SOM,2016-03-01,['High concern'],675.0
SOM,2017-01-01,['Medium concern'],0.24
SOM,2017-07-01,['High concern'],0.07
SOM,2017-10-01,['High concern'],981.0
SOM,2018-01-01,['Medium concern'],0.27
SOM,2018-05-01,['High concern'],2.0
SOM,2018-11-01,['Medium concern'],1.0
SOM,2019-01-01,['Medium concern'],761.0
SOM,2019-05-01,['High concern'],2.0
SOM,2020-01-01,['Medium concern'],1.0
SOM,2020-02-01,['Medium concern'],4.7
SOM,2020-05-01,['Medium concern'],50526.31578947369
SOM,2021-01-01,['Medium concern'],0.22
SOM,2021-02-01,['Medium concern'],393.0
SOM,2021-08-01,['Medium concern'],0.22
SOM,2021-10-01,['High concern'],21208.0
SOM,2021-11-01,['High concern'],2.0
SOM,2022-02-01,['Medium concern'],13.0
SOM,2022-03-01,['Medium concern'],511.0
SOM,2022-05-01,['High concern'],0.01
SOM,2022-06-01,['Medium concern'],64223.36666666667
SOM,2022-08-01,['High concern'],583.0
SOM,2022-11-01,['High concern'],0.04
SOM,2023-01-01,"['Medium concern', 'High concern']",176134.45161290324
SOM,2023-02-01,"['High concern', 'Medium concern']",1205.7
SOM,2023-03-01,['Medium concern'],139896.19239631336
SOM,2023-05-01,['High concern'],246076.79032258064
SOM,2023-08-01,['High concern'],0.08
SOM,2023-09-01,['High concern'],1275.0
SOM,2023-11-01,['High concern'],1464558.8323638286
SOM,2024-09-01,['Medium concern'],1.0
SOM,2024-11-01,['Medium concern'],10.0
SOM,2025-01-01,['Medium concern'],0.23
SOM,2025-02-01,['Medium concern'],759.0
SOM,2025-03-01,['High concern'],1753.0
SOM,2025-08-01,['Medium concern'],55567.74193548387
SOM,2025-11-01,"['High concern', 'Medium concern']",16.0
SOM,2025-12-01,['Medium concern'],149719.1666666668
SOM,2026-01-01,['High concern'],0.1
SSD,2013-02-01,['Medium concern'],261.0
SSD,2013-12-01,['Medium concern'],427.0
SSD,2016-07-01,['Medium concern'],501.0
SSD,2017-01-01,['High concern'],0.01
SSD,2017-04-01,['Medium concern'],1.0
SSD,2017-05-01,['Medium concern'],870.0
SSD,2017-09-01,['High concern'],0.19
SSD,2018-04-01,['Medium concern'],1.0
SSD,2018-06-01,['High concern'],2.0
SSD,2018-09-01,['High concern'],0.16
SSD,2019-01-01,['Medium concern'],627.0
SSD,2019-05-01,['Medium concern'],14538.46153846154
SSD,2019-07-01,['Medium concern'],51449.66666666667
SSD,2019-11-01,['High concern'],2.0
SSD,2020-01-01,['High concern'],0.15
SSD,2020-03-01,['Medium concern'],208.0
SSD,2020-07-01,['Medium concern'],4.4
SSD,2020-08-01,['Medium concern'],147486.0474581316
SSD,2020-10-01,['High concern'],0.01
SSD,2020-11-01,['High concern'],2.0
SSD,2021-01-01,"['Medium concern', 'High concern']",70330.17950405969
SSD,2021-02-01,['Medium concern'],13.0
SSD,2021-05-01,['High concern'],2.0
SSD,2021-08-01,['High concern'],82137.14794216481
SSD,2022-03-01,['High concern'],4.609999999999999
SSD,2022-06-01,['Medium concern'],365.0
SSD,2022-07-01,"['Medium concern', 'High concern']",541.0
SSD,2022-08-01,['High concern'],28.0
SSD,2022-10-01,['High concern'],0.23
SSD,2022-12-01,['Medium concern'],5719.999999999999
SSD,2023-03-01,['Medium concern'],14.0
SSD,2023-09-01,['High concern'],0.19
SSD,2024-02-01,['Medium concern'],29999.67976476877
SSD,2024-05-01,"['High concern', 'Medium concern']",196.0
SSD,2024-06-01,['High concern'],2.0
SSD,2024-08-01,['High concern'],575626.4372294372
SSD,2024-11-01,['Medium concern'],4.5
SSD,2025-01-01,['High concern'],94900.43799283152
SSD,2025-02-01,['High concern'],4.7
SSD,2025-03-01,['Medium concern'],308.0
SSD,2025-09-01,['High concern'],0.16
SSD,2025-10-01,['Medium concern'],174568.0
SSD,2026-01-01,"['Medium concern', 'High concern']",232894.0
SWZ,2018-02-01,['Medium concern'],1.0
SWZ,2019-06-01,['Medium concern'],0.25
SWZ,2020-06-01,['High concern'],0.05
SWZ,2021-08-01,['Medium concern'],0.3
SWZ,2022-06-01,['Medium concern'],0.22
SWZ,2023-06-01,['Medium concern'],0.24
SWZ,2024-06-01,['Medium concern'],0.25
SYR,2017-01-01,['Medium concern'],1.0
SYR,2017-03-01,['High concern'],2.0
SYR,2018-05-01,['High concern'],2.0
SYR,2019-12-01,['Medium concern'],10000.0
SYR,2020-10-01,['Medium concern'],50000.0
SYR,2021-01-01,['Medium concern'],10.0
SYR,2021-02-01,['High concern'],52091.954545454544
SYR,2021-03-01,['Medium concern'],1.0
SYR,2021-07-01,['Medium concern'],9330.0
SYR,2022-02-01,['Medium concern'],1.0
SYR,2022-04-01,['Medium concern'],15.0
SYR,2022-08-01,['Medium concern'],711.0
SYR,2022-09-01,['Medium concern'],20997.967741935485
SYR,2023-02-01,"['Medium concern', 'High concern']",124827.96875
SYR,2023-04-01,"['Medium concern', 'High concern']",1583.0
SYR,2023-08-01,['High concern'],26.0
SYR,2023-09-01,['Medium concern'],24947.67741935484
SYR,2023-10-01,['High concern'],74641.79444444444
SYR,2024-11-01,['High concern'],1096.0
SYR,2024-12-01,"['Medium concern', 'High concern']",275000.0000000001
SYR,2025-07-01,['High concern'],2.0
SYR,2026-01-01,['Medium concern'],140000.0
TCD,2000-03-01,['Medium concern'],200.0
TCD,2000-07-01,['High concern'],240.0
TCD,2002-10-01,"['Medium concern', 'High concern']",468.0
TCD,2004-03-01,['Medium concern'],132.0
TCD,2005-09-01,['Medium concern'],125.0
TCD,2005-12-01,['High concern'],187.0
TCD,2007-12-01,['Medium concern'],307.0
TCD,2009-05-01,['Medium concern'],254.0
TCD,2015-07-01,['High concern'],113.0
TCD,2017-06-01,['Medium concern'],114.0
TCD,2019-04-01,['Medium concern'],110.0
TCD,2019-05-01,['Medium concern'],5476.177777777778
TCD,2020-04-01,['High concern'],260.0
TCD,2020-10-01,['Medium concern'],4.2
TCD,2021-04-01,['High concern'],389.0
TCD,2021-07-01,['High concern'],50969.51785714286
TCD,2022-01-01,['Medium concern'],10.0
TCD,2022-05-01,['Medium concern'],306.2
TCD,2022-07-01,['High concern'],4.4
TCD,2022-08-01,['Medium concern'],1.0
TCD,2022-10-01,['Medium concern'],51292.21153846154
TCD,2023-03-01,['Medium concern'],5188.999999999999
TCD,2023-04-01,['High concern'],12477.797872340425
TCD,2024-02-01,['High concern'],0.1
TCD,2024-08-01,['Medium concern'],1.0
TCD,2024-09-01,['High concern'],262380.5357142857
TCD,2024-11-01,['Medium concern'],161.0
TCD,2025-06-01,['Medium concern'],1.0
TGO,2017-05-01,['Medium concern'],1.0
TGO,2025-08-01,['Medium concern'],1.0
THA,2019-05-01,['Medium concern'],1.0
THA,2020-01-01,['Medium concern'],1.0
THA,2025-08-01,['High concern'],120790.0
THA,2025-12-01,['High concern'],219000.0
THA,2026-01-01,['High concern'],400000.0
TJK,2021-04-01,['High concern'],5000.0
TKM,2017-03-01,['Medium concern'],1.0
TKM,2018-04-01,['Medium concern'],1.0
TKM,2018-10-01,['Medium concern'],1.0
TKM,2021-04-01,['Medium concern'],1.0
TKM,2023-03-01,['Medium concern'],1.0
TLS,2019-11-01,['Medium concern'],1.0
TLS,2023-04-01,['High concern'],27.0
TLS,2023-11-01,['Medium concern'],0.27
TUN,2020-04-01,['Medium concern'],1.0
TUN,2023-03-01,['Medium concern'],1.0
TUN,2023-11-01,['Medium concern'],1.0
TUR,2021-01-01,['Medium concern'],16.0
TUR,2021-12-01,['Medium concern'],16.0
TUR,2023-02-01,['High concern'],3.4
TUR,2023-08-01,['High concern'],3.8
TUR,2025-05-01,"['Medium concern', 'High concern']",100003.7
TZA,2001-01-01,['High concern'],129.0
TZA,2016-11-01,['Medium concern'],1.0
TZA,2017-01-01,['High concern'],2.0
TZA,2017-12-01,['Medium concern'],1.0
TZA,2019-05-01,['Medium concern'],1.0
TZA,2019-11-01,['High concern'],0.05
TZA,2020-04-01,['Medium concern'],1.0
TZA,2021-11-01,['Medium concern'],1.0
TZA,2022-01-01,['Medium concern'],11.0
TZA,2022-10-01,['Medium concern'],11.0
TZA,2024-04-01,['High concern'],50165.0
TZA,2026-01-01,['Medium concern'],1.0
UGA,1999-07-01,['Medium concern'],213.0
UGA,2000-02-01,['Medium concern'],300.0
UGA,2002-07-01,"['Medium concern', 'High concern']",476.0
UGA,2003-06-01,['High concern'],457.0
UGA,2005-03-01,['Medium concern'],250.0
UGA,2007-03-01,['Medium concern'],128.0
UGA,2014-07-01,['High concern'],105.0
UGA,2016-11-01,['High concern'],196.0
UGA,2016-12-01,['High concern'],2.0
UGA,2018-09-01,['Medium concern'],1.0
UGA,2019-03-01,['Medium concern'],1.0
UGA,2019-12-01,['Medium concern'],57049.75
UGA,2020-05-01,['Medium concern'],1.0
UGA,2020-11-01,['Medium concern'],3.2
UGA,2021-07-01,['Medium concern'],19.0
UGA,2022-02-01,['Medium concern'],11.0
UGA,2022-04-01,"['Medium concern', 'High concern']",1.07
UGA,2022-07-01,['Medium concern'],3.2
UGA,2023-09-01,['Medium concern'],0.45
UGA,2023-10-01,['Medium concern'],1.0
UGA,2024-01-01,['Medium concern'],10.0
UGA,2024-08-01,['Medium concern'],3.3
UGA,2025-04-01,['Medium concern'],1.0
UGA,2025-05-01,['High concern'],3.4
UKR,2021-10-01,['Medium concern'],3.6
UKR,2022-02-01,['High concern'],141.9
UKR,2024-03-01,['High concern'],7337.0
UKR,2024-04-01,['High concern'],4.5
UKR,2024-05-01,['Medium concern'],3712.0
UKR,2024-06-01,['High concern'],9276.0
UKR,2024-09-01,['High concern'],95864.0
UKR,2024-11-01,['High concern'],4.6
UKR,2025-12-01,['Medium concern'],8707.0
USA,2019-09-01,['Medium concern'],309553.1666666667
USA,2020-08-01,['Medium concern'],731919.1666666667
USA,2022-03-01,['Medium concern'],59657.00000000005
USA,2022-09-01,['Medium concern'],226181.40000000005
USA,2024-07-01,['Medium concern'],125749.00000000006
USA,2024-10-01,['High concern'],868193.0
UZB,2017-03-01,['Medium concern'],1.0
UZB,2018-03-01,['Medium concern'],1.0
UZB,2018-10-01,['Medium concern'],1.0
UZB,2020-05-01,['Medium concern'],70000.0
UZB,2021-03-01,['Medium concern'],1.0
VEN,2019-04-01,['Medium concern'],209.0
VEN,2020-05-01,['Medium concern'],267.0
VEN,2021-10-01,['Medium concern'],4.2
VEN,2023-10-01,['High concern'],4.3
VEN,2026-01-01,['Medium concern'],102.0
VNM,2020-10-01,['Medium concern'],52087.75
VNM,2022-10-01,['Medium concern'],328457.0
VNM,2024-09-01,['Medium concern'],57331.99999999997
VUT,2020-04-01,['Medium concern'],80183.0
YEM,2016-08-01,['Medium concern'],1761.0
YEM,2017-09-01,['Medium concern'],1.0
YEM,2017-12-01,['Medium concern'],2169.0
YEM,2018-03-01,['High concern'],2930.0
YEM,2018-05-01,['Medium concern'],1.0
YEM,2018-09-01,['High concern'],3305.0
YEM,2018-10-01,['High concern'],2.0
YEM,2019-09-01,['Medium concern'],1.0
YEM,2019-12-01,['Medium concern'],5000.857142857142
YEM,2020-05-01,['Medium concern'],1.0
YEM,2020-06-01,['High concern'],0.17
YEM,2021-03-01,['Medium concern'],2249.0
YEM,2021-05-01,['Medium concern'],4.9
YEM,2021-08-01,['Medium concern'],15.0
YEM,2021-11-01,"['Medium concern', 'High concern']",15990.4
YEM,2022-02-01,['High concern'],0.23
YEM,2023-01-01,['Medium concern'],5160.0
YEM,2023-03-01,['High concern'],0.12
YEM,2024-09-01,['Medium concern'],306.0
YEM,2024-11-01,['Medium concern'],4.8
YEM,2025-04-01,"['Medium concern', 'High concern']",809.0
YEM,2025-05-01,['High concern'],0.16
ZAF,2017-06-01,['Medium concern'],1.0
ZAF,2018-01-01,['Medium concern'],1.0
ZAF,2018-12-01,['Medium concern'],1.0
ZAF,2019-11-01,['Medium concern'],1.0
ZAF,2020-10-01,['Medium concern'],0.2
ZAF,2020-12-01,['Medium concern'],5000.0
ZAF,2023-02-01,['Medium concern'],1.0
ZMB,2016-11-01,['Medium concern'],1.0
ZMB,2018-02-01,['Medium concern'],1.0
ZMB,2018-06-01,['High concern'],0.05
ZMB,2019-03-01,['Medium concern'],1.0
ZMB,2019-05-01,['Medium concern'],0.24
ZMB,2020-01-01,['Medium concern'],1.0
