iso3,month,inform_severity_index
MRT,2020-01-01,2.4000000000000004
MRT,2020-02-01,2.4000000000000004
MRT,2020-03-01,2.4000000000000004
MRT,2020-04-01,2.45
MRT,2020-05-01,2.45
MRT,2020-06-01,2.5
MRT,2020-07-01,2.5
MRT,2020-08-01,2.65
MRT,2020-09-01,2.5999999999999996
MRT,2020-10-01,2.5999999999999996
MRT,2020-11-01,2.5
MRT,2020-12-01,2.5
MRT,2021-01-01,2.5
MRT,2021-02-01,2.5
MRT,2021-03-01,2.5
MRT,2021-04-01,2.5
MRT,2021-05-01,2.5
MRT,2021-06-01,2.5
MRT,2021-07-01,2.5
MRT,2021-08-01,2.45
MRT,2021-09-01,2.45
MRT,2021-10-01,2.45
MRT,2021-11-01,2.45
MRT,2021-12-01,2.45
MRT,2022-01-01,2.45
MRT,2022-02-01,2.45
MRT,2022-03-01,2.45
MRT,2022-04-01,2.45
MRT,2022-05-01,2.45
MRT,2022-06-01,2.45
MRT,2022-07-01,2.5
MRT,2022-08-01,2.45
MRT,2022-09-01,2.45
MRT,2022-10-01,2.45
MRT,2022-11-01,2.5
MRT,2022-12-01,2.5
MRT,2023-01-01,2.5
MRT,2023-02-01,2.5
MRT,2023-03-01,2.4000000000000004
MRT,2023-04-01,2.4000000000000004
MRT,2023-05-01,2.4000000000000004
MRT,2023-06-01,2.4000000000000004
MRT,2023-07-01,2.35
MRT,2023-08-01,2.4000000000000004
MRT,2023-09-01,2.4000000000000004
MRT,2023-10-01,2.4000000000000004
MRT,2023-11-01,2.25
MRT,2023-12-01,2.25
MRT,2024-01-01,2.25
MRT,2024-02-01,2.2
MRT,2024-03-01,2.15
MRT,2024-04-01,2.3
MRT,2024-05-01,2.25
MRT,2024-06-01,2.25
MRT,2024-07-01,2.4000000000000004
MRT,2024-08-01,2.4000000000000004
MRT,2024-09-01,2.4000000000000004
MRT,2024-10-01,2.4000000000000004
MRT,2024-11-01,2.4000000000000004
MRT,2024-12-01,2.4000000000000004
MRT,2025-01-01,2.4000000000000004
MRT,2025-02-01,2.4000000000000004
MRT,2025-03-01,2.5
MRT,2025-04-01,2.5
MWI,2019-03-01,2.9
MWI,2019-04-01,3.0
MWI,2019-05-01,2.9000000000000004
MWI,2019-06-01,2.85
MWI,2019-07-01,3.1
MWI,2019-08-01,2.7
MWI,2019-09-01,2.7
MWI,2019-10-01,2.5
MWI,2019-11-01,2.5
MWI,2019-12-01,2.5
MWI,2020-01-01,2.6
MWI,2020-02-01,3.05
MWI,2020-03-01,3.1
MWI,2020-04-01,3.1
MWI,2020-05-01,3.05
MWI,2020-06-01,3.1
MWI,2020-07-01,2.7
MWI,2020-08-01,3.05
MWI,2020-09-01,2.6
MWI,2020-10-01,2.7
MWI,2020-11-01,2.8
MWI,2020-12-01,2.8
MWI,2021-01-01,2.8
MWI,2021-02-01,2.8
MWI,2021-03-01,2.8
MWI,2021-04-01,2.8
MWI,2021-05-01,3.25
MWI,2021-06-01,3.4
MWI,2021-07-01,3.3
MWI,2021-08-01,3.3
MWI,2021-09-01,3.2
MWI,2021-10-01,3.15
MWI,2021-11-01,3.3
MWI,2021-12-01,3.3
MWI,2022-01-01,2.55
MWI,2022-02-01,2.55
MWI,2022-03-01,2.3
MWI,2022-04-01,2.3
MWI,2022-05-01,2.2
MWI,2022-06-01,2.75
MWI,2022-07-01,2.75
MWI,2022-08-01,2.75
MWI,2022-09-01,2.75
MWI,2022-10-01,2.8
MWI,2022-11-01,2.8
MWI,2022-12-01,2.8
MWI,2023-01-01,3.3
MWI,2023-02-01,3.3
MWI,2023-03-01,3.05
MWI,2023-04-01,3.0999999999999996
MWI,2023-05-01,3.0999999999999996
MWI,2023-06-01,3.2
MWI,2023-07-01,3.2
MWI,2023-08-01,3.0999999999999996
MWI,2023-09-01,3.05
MWI,2023-10-01,3.0999999999999996
MWI,2023-11-01,3.2
MWI,2023-12-01,3.2
MWI,2024-01-01,3.2
MWI,2024-02-01,3.2
MWI,2024-03-01,3.2
MWI,2024-04-01,3.2
MWI,2024-05-01,3.6
MWI,2024-06-01,3.6
MWI,2024-07-01,3.5
MWI,2024-08-01,3.5
MWI,2024-09-01,3.5
MWI,2024-10-01,3.5
MWI,2024-11-01,3.4
MWI,2024-12-01,3.4
MWI,2025-01-01,3.4
MWI,2025-02-01,3.4
MWI,2025-03-01,3.4
MWI,2025-04-01,3.4
MYS,2021-03-01,1.6
MYS,2021-04-01,1.6
MYS,2021-05-01,1.6
MYS,2021-06-01,1.7
MYS,2021-07-01,1.7
MYS,2021-08-01,1.7
MYS,2021-09-01,1.7
MYS,2021-10-01,1.7
MYS,2021-11-01,1.7
MYS,2021-12-01,1.6
MYS,2022-01-01,1.6
MYS,2022-02-01,1.7
MYS,2022-03-01,1.6
MYS,2022-04-01,2.2
MYS,2022-05-01,2.3
MYS,2022-06-01,2.3
MYS,2022-07-01,2.3
MYS,2022-08-01,2.3
MYS,2022-09-01,2.3
MYS,2022-10-01,2.3
MYS,2022-11-01,2.3
MYS,2022-12-01,2.3
MYS,2023-01-01,2.3
MYS,2023-02-01,2.3
MYS,2023-03-01,2.3
MYS,2023-04-01,2.3
MYS,2023-05-01,2.5
MYS,2023-06-01,2.5
MYS,2023-07-01,2.3
MYS,2023-08-01,2.3
MYS,2023-09-01,2.3
MYS,2023-10-01,2.3
MYS,2023-11-01,2.3
MYS,2023-12-01,2.3
MYS,2024-01-01,2.3
MYS,2024-02-01,2.3
MYS,2024-03-01,2.3
MYS,2024-04-01,2.2
MYS,2024-05-01,2.2
MYS,2024-06-01,2.2
MYS,2024-07-01,2.2
MYS,2024-08-01,2.2
MYS,2024-09-01,2.2
MYS,2024-10-01,2.2
MYS,2024-11-01,1.8
MYS,2024-12-01,1.8
MYS,2025-01-01,1.6666666666666667
MYS,2025-02-01,1.7
MYS,2025-03-01,1.7
MYS,2025-04-01,1.7
NAM,2020-02-01,2.85
NAM,2020-03-01,2.8
NAM,2020-04-01,2.8
NAM,2020-05-01,2.8
NAM,2020-06-01,2.8
NAM,2020-07-01,2.1
NAM,2020-08-01,2.8
NAM,2020-09-01,2.1
NAM,2020-10-01,2.0
NAM,2020-11-01,2.1
NAM,2020-12-01,2.1
NAM,2021-01-01,2.1
NAM,2021-02-01,2.1
NAM,2021-03-01,2.1
NAM,2021-04-01,2.1
NAM,2021-05-01,2.85
NAM,2021-06-01,3.0
NAM,2021-07-01,2.95
NAM,2021-08-01,2.95
NAM,2021-09-01,2.95
NAM,2021-10-01,2.85
NAM,2021-11-01,2.9000000000000004
NAM,2021-12-01,3.0
NAM,2022-01-01,2.4
NAM,2022-02-01,2.4
NAM,2022-03-01,2.4
NAM,2022-04-01,2.4
NAM,2022-05-01,2.5
NAM,2022-06-01,2.5
NAM,2022-07-01,2.5
NAM,2022-08-01,2.5
NAM,2022-09-01,2.5
NAM,2022-10-01,2.5
NAM,2022-11-01,2.5
NAM,2022-12-01,2.5
NAM,2023-01-01,2.5
NAM,2023-02-01,2.5
NAM,2023-03-01,2.4
NAM,2023-04-01,2.2
NAM,2023-05-01,2.3
NAM,2023-06-01,2.3
NAM,2023-07-01,2.3
NAM,2023-08-01,2.3
NAM,2023-09-01,2.5
NAM,2023-10-01,2.3
NAM,2023-11-01,2.5
NAM,2023-12-01,2.5
NAM,2024-01-01,2.5
NAM,2024-02-01,2.5
NAM,2024-03-01,2.5
NAM,2024-04-01,2.5
NAM,2024-05-01,2.5
NAM,2024-06-01,2.5
NAM,2024-07-01,2.6
NAM,2024-08-01,2.6
NAM,2024-09-01,2.6
NAM,2024-10-01,2.6
NAM,2024-11-01,2.6
NAM,2024-12-01,2.6
NAM,2025-01-01,2.6
NAM,2025-02-01,2.6
NAM,2025-03-01,2.6
NAM,2025-04-01,2.6
NER,2019-02-01,2.8666666666666667
NER,2019-03-01,3.3000000000000003
NER,2019-04-01,3.475
NER,2019-05-01,3.475
NER,2019-06-01,3.5
NER,2019-07-01,3.5
NER,2019-08-01,3.5
NER,2019-09-01,3.5
NER,2019-10-01,3.6
NER,2019-11-01,3.6
NER,2019-12-01,3.38
NER,2020-01-01,3.38
NER,2020-02-01,3.4
NER,2020-03-01,3.4
NER,2020-04-01,3.4
NER,2020-05-01,3.3600000000000003
NER,2020-06-01,3.3600000000000003
NER,2020-07-01,3.4
NER,2020-08-01,3.38
NER,2020-09-01,3.3600000000000003
NER,2020-10-01,3.3000000000000003
NER,2020-11-01,3.283333333333333
NER,2020-12-01,3.1399999999999997
NER,2021-01-01,3.08
NER,2021-02-01,3.3200000000000003
NER,2021-03-01,3.3400000000000007
NER,2021-04-01,3.3600000000000003
NER,2021-05-01,3.3600000000000003
NER,2021-06-01,3.44
NER,2021-07-01,3.44
NER,2021-08-01,3.44
NER,2021-09-01,3.44
NER,2021-10-01,3.4
NER,2021-11-01,3.4
NER,2021-12-01,3.4
NER,2022-01-01,3.4
NER,2022-02-01,3.4
NER,2022-03-01,3.2
NER,2022-04-01,3.15
NER,2022-05-01,3.15
NER,2022-06-01,3.1
NER,2022-07-01,3.1
NER,2022-08-01,3.25
NER,2022-09-01,3.225
NER,2022-10-01,3.3
NER,2022-11-01,3.25
NER,2022-12-01,3.225
NER,2023-01-01,3.275
NER,2023-02-01,3.275
NER,2023-03-01,3.3
NER,2023-04-01,3.3
NER,2023-05-01,3.225
NER,2023-06-01,3.225
NER,2023-07-01,3.25
NER,2023-08-01,3.25
NER,2023-09-01,3.275
NER,2023-10-01,3.275
NER,2023-11-01,3.45
NER,2023-12-01,3.4000000000000004
NER,2024-01-01,3.325
NER,2024-02-01,3.25
NER,2024-03-01,3.25
NER,2024-04-01,3.225
NER,2024-05-01,3.375
NER,2024-06-01,3.375
NER,2024-07-01,3.3
NER,2024-08-01,3.375
NER,2024-09-01,3.4
NER,2024-10-01,3.35
NER,2024-11-01,3.375
NER,2024-12-01,3.4
NER,2025-01-01,3.4
NER,2025-02-01,3.325
NER,2025-03-01,3.25
NER,2025-04-01,3.25
NGA,2019-01-01,2.94
NGA,2019-02-01,2.92
NGA,2019-03-01,3.6799999999999997
NGA,2019-04-01,3.7600000000000002
NGA,2019-05-01,3.7249999999999996
NGA,2019-06-01,3.7249999999999996
NGA,2019-07-01,3.825
NGA,2019-08-01,3.8
NGA,2019-09-01,3.8
NGA,2019-10-01,3.8249999999999997
NGA,2019-11-01,4.166666666666667
NGA,2019-12-01,4.166666666666667
NGA,2020-01-01,3.575
NGA,2020-02-01,3.675
NGA,2020-03-01,3.38
NGA,2020-04-01,3.5
NGA,2020-05-01,3.4599999999999995
NGA,2020-06-01,3.4
NGA,2020-07-01,3.4
NGA,2020-08-01,3.4
NGA,2020-09-01,3.4
NGA,2020-10-01,3.3600000000000003
NGA,2020-11-01,3.233333333333333
NGA,2020-12-01,3.06
NGA,2021-01-01,3.06
NGA,2021-02-01,3.233333333333333
NGA,2021-03-01,3.283333333333333
NGA,2021-04-01,3.283333333333333
NGA,2021-05-01,3.283333333333333
NGA,2021-06-01,3.3333333333333335
NGA,2021-07-01,3.3166666666666664
NGA,2021-08-01,3.6333333333333333
NGA,2021-09-01,3.6333333333333333
NGA,2021-10-01,3.6
NGA,2021-11-01,3.5500000000000003
NGA,2021-12-01,3.5500000000000003
NGA,2022-01-01,3.5500000000000003
NGA,2022-02-01,3.5666666666666664
NGA,2022-03-01,3.44
NGA,2022-04-01,3.44
NGA,2022-05-01,3.4200000000000004
NGA,2022-06-01,3.2399999999999998
NGA,2022-07-01,3.4799999999999995
NGA,2022-08-01,3.4799999999999995
NGA,2022-09-01,3.4799999999999995
NGA,2022-10-01,3.5
NGA,2022-11-01,3.4799999999999995
NGA,2022-12-01,3.4799999999999995
NGA,2023-01-01,3.5
NGA,2023-02-01,3.5199999999999996
NGA,2023-03-01,3.54
NGA,2023-04-01,3.54
NGA,2023-05-01,3.5799999999999996
NGA,2023-06-01,3.5799999999999996
NGA,2023-07-01,3.5799999999999996
NGA,2023-08-01,3.5799999999999996
NGA,2023-09-01,3.5799999999999996
NGA,2023-10-01,3.9
NGA,2024-01-01,3.8333333333333335
NGA,2024-02-01,3.8
NGA,2024-03-01,3.775
NGA,2024-04-01,3.65
NGA,2024-05-01,3.34
NGA,2024-06-01,3.725
NGA,2024-07-01,4.0
NGA,2024-11-01,3.7
NGA,2024-12-01,3.55
NGA,2025-01-01,3.3600000000000003
NGA,2025-02-01,3.4
NGA,2025-03-01,3.475
NGA,2025-04-01,3.475
NIC,2019-01-01,2.0
NIC,2019-02-01,2.0
NIC,2019-03-01,2.0
NIC,2019-04-01,2.4
NIC,2019-05-01,2.4
NIC,2019-06-01,2.4
NIC,2019-07-01,2.4
NIC,2019-08-01,2.4
NIC,2019-09-01,2.4
NIC,2020-12-01,2.2
NIC,2021-01-01,2.2
NIC,2021-02-01,2.2
NIC,2021-03-01,2.2
NIC,2021-04-01,2.2
NIC,2021-05-01,2.2
NIC,2021-06-01,2.3
NIC,2021-07-01,2.3
NIC,2021-08-01,2.3
NIC,2021-09-01,2.3
NIC,2022-04-01,1.9
NIC,2022-05-01,1.9
NIC,2022-08-01,2.0
NIC,2022-10-01,1.9
NIC,2022-11-01,1.9
NIC,2023-09-01,1.9
NPL,2019-07-01,1.9
NPL,2019-08-01,1.9
PAK,2019-02-01,3.0
PAK,2019-03-01,3.2
PAK,2019-04-01,3.3
PAK,2019-05-01,3.3
PAK,2019-06-01,3.3
PAK,2019-07-01,3.3
PAK,2019-08-01,3.3
PAK,2019-09-01,3.3
PAK,2019-10-01,3.4
PAK,2019-11-01,3.4
PAK,2019-12-01,3.4
PAK,2020-01-01,3.4
PAK,2020-02-01,3.4
PAK,2020-03-01,3.4
PAK,2020-04-01,3.4
PAK,2020-05-01,3.4
PAK,2020-06-01,3.4
PAK,2020-07-01,3.4
PAK,2020-08-01,3.4
PAK,2020-09-01,3.4
PAK,2020-10-01,3.4
PAK,2020-11-01,3.4
PAK,2020-12-01,3.4
PAK,2021-01-01,3.4
PAK,2021-02-01,3.4
PAK,2021-03-01,3.4
PAK,2021-04-01,3.4
PAK,2021-05-01,3.8
PAK,2021-06-01,3.8
PAK,2021-07-01,3.8
PAK,2021-08-01,3.8
PAK,2021-09-01,3.8
PAK,2021-10-01,3.7
PAK,2021-11-01,3.7
PAK,2021-12-01,3.6
PAK,2022-01-01,3.6
PAK,2022-02-01,3.6
PAK,2022-03-01,3.6
PAK,2022-04-01,3.6
PAK,2022-05-01,3.7
PAK,2022-06-01,3.7
PAK,2022-07-01,2.8
PAK,2022-08-01,3.5
PAK,2022-09-01,3.7
PAK,2022-10-01,3.75
PAK,2022-11-01,3.8
PAK,2022-12-01,3.7
PAK,2023-01-01,3.7
PAK,2023-02-01,3.7
PAK,2023-03-01,3.7
PAK,2023-04-01,3.7
PAK,2023-05-01,3.75
PAK,2023-06-01,3.75
PAK,2023-07-01,3.75
PAK,2023-08-01,3.9
PAK,2023-09-01,3.9
PAK,2025-02-01,4.0
PAK,2025-03-01,4.0
PAK,2025-04-01,4.0
PAN,2019-02-01,1.1
PAN,2019-04-01,3.6
PAN,2019-05-01,3.6
PAN,2019-06-01,3.6
PAN,2019-07-01,3.6
PAN,2019-08-01,3.6
PAN,2019-09-01,3.6
PAN,2019-10-01,3.6
PAN,2019-11-01,3.5
PAN,2019-12-01,3.6
PAN,2020-01-01,3.6
PAN,2020-02-01,3.5
PAN,2020-03-01,3.6
PAN,2020-04-01,3.6
PAN,2020-05-01,3.6
PAN,2020-06-01,3.6
PAN,2020-07-01,3.6
PAN,2020-08-01,3.6
PAN,2020-09-01,3.6
PAN,2020-10-01,3.6
PAN,2020-11-01,3.8
PAN,2021-02-01,3.8
PAN,2021-03-01,3.8
PAN,2021-04-01,3.8
PAN,2021-05-01,3.8
PAN,2021-06-01,3.7
PAN,2021-07-01,3.7
PAN,2021-08-01,3.7
PAN,2021-09-01,3.7
PAN,2021-10-01,3.9
PAN,2021-11-01,3.9
PAN,2021-12-01,3.9
PAN,2022-01-01,3.9
PAN,2022-02-01,2.1
PAN,2022-03-01,2.1
PAN,2022-04-01,2.1
PAN,2022-05-01,2.1
PAN,2022-06-01,2.2
PAN,2022-07-01,2.2
PAN,2022-08-01,2.2
PAN,2022-09-01,2.2
PAN,2022-10-01,2.3
PAN,2023-01-01,2.3
PAN,2023-02-01,2.3
PAN,2023-03-01,2.3
PAN,2023-04-01,2.3
PAN,2023-05-01,2.3
PAN,2025-03-01,2.6
PAN,2025-04-01,2.6
PER,2019-02-01,1.5
PER,2019-03-01,1.5
PER,2019-04-01,3.1
PER,2019-05-01,3.1
PER,2019-06-01,3.1
PER,2019-07-01,3.1
PER,2019-08-01,3.1
PER,2019-09-01,3.1
PER,2019-10-01,3.1
PER,2019-11-01,2.9
PER,2019-12-01,2.95
PER,2020-01-01,2.95
PER,2020-02-01,3.05
PER,2020-03-01,3.1
PER,2020-04-01,3.1
PER,2020-05-01,3.1
PER,2020-06-01,3.1
PER,2020-07-01,3.1
PER,2020-08-01,3.1
PER,2020-09-01,3.1
PER,2020-10-01,3.1
PER,2020-11-01,3.25
PER,2020-12-01,2.7
PER,2021-01-01,2.8
PER,2021-02-01,3.3
PER,2021-03-01,3.3
PER,2021-04-01,3.3
PER,2021-05-01,3.3
PER,2021-06-01,3.25
PER,2021-07-01,3.25
PER,2021-08-01,3.25
PER,2021-09-01,3.25
PER,2021-10-01,3.3
PER,2021-11-01,3.3499999999999996
PER,2021-12-01,3.3499999999999996
PER,2022-01-01,3.3499999999999996
PER,2022-02-01,3.0
PER,2022-03-01,3.0
PER,2022-04-01,3.0
PER,2022-05-01,2.9
PER,2022-06-01,2.9
PER,2022-07-01,3.1
PER,2022-08-01,3.1
PER,2022-09-01,3.1
PER,2022-10-01,3.1
PER,2023-01-01,3.2
PER,2023-02-01,3.2
PER,2023-03-01,3.2
PER,2023-04-01,3.2
PER,2023-05-01,3.1
PER,2025-03-01,3.3
PER,2025-04-01,3.3
PHL,2019-03-01,1.1
PHL,2019-04-01,1.8
PHL,2019-05-01,2.0
PHL,2019-06-01,1.8
PHL,2019-07-01,2.2
PHL,2019-08-01,2.2
PHL,2019-09-01,2.2
PHL,2019-10-01,2.1
PHL,2019-11-01,2.2
PHL,2019-12-01,2.2
PHL,2020-01-01,2.3600000000000003
PHL,2020-02-01,2.6
PHL,2020-03-01,2.4
PHL,2020-04-01,2.2333333333333334
PHL,2020-05-01,2.2333333333333334
PHL,2020-06-01,2.3000000000000003
PHL,2020-07-01,2.3000000000000003
PHL,2020-08-01,2.2666666666666666
PHL,2020-09-01,2.2666666666666666
PHL,2020-10-01,2.1666666666666665
PHL,2020-11-01,2.3666666666666667
PHL,2020-12-01,2.4
PHL,2021-01-01,2.4
PHL,2021-02-01,2.4
PHL,2021-03-01,2.425
PHL,2021-04-01,2.425
PHL,2021-05-01,2.4
PHL,2021-06-01,2.4
PHL,2021-07-01,2.4
PHL,2021-08-01,2.4
PHL,2021-09-01,2.3
PHL,2021-10-01,2.2
PHL,2021-11-01,2.2
PHL,2021-12-01,2.8333333333333335
PHL,2022-01-01,2.8000000000000003
PHL,2022-02-01,2.9333333333333336
PHL,2022-03-01,2.9
PHL,2022-04-01,2.9
PHL,2022-05-01,2.8000000000000003
PHL,2022-06-01,2.6500000000000004
PHL,2022-07-01,3.1
PHL,2023-01-01,2.3
PHL,2023-02-01,2.6
PHL,2025-03-01,2.0
PHL,2025-04-01,2.0
PNG,2025-03-01,2.1
PNG,2025-04-01,2.1
POL,2022-02-01,1.2
POL,2022-03-01,1.6
POL,2022-04-01,1.6
POL,2022-05-01,1.7
POL,2025-04-01,2.2
PRK,2019-01-01,3.6
PRK,2019-02-01,3.6
PRK,2019-03-01,3.6
PRK,2019-04-01,3.9
PRK,2019-05-01,3.9
PRK,2019-06-01,3.9
PRK,2019-07-01,3.9
PRK,2019-08-01,3.9
PRK,2019-09-01,3.9
PRK,2019-10-01,3.9
PRK,2019-11-01,4.1
PRK,2019-12-01,4.1
PRK,2020-01-01,4.1
PRK,2020-02-01,4.1
PRK,2020-03-01,4.1
PRK,2020-04-01,4.1
PRK,2020-05-01,4.0
PRK,2020-06-01,4.0
PRK,2020-07-01,4.0
PRK,2020-08-01,4.0
PRK,2020-09-01,4.0
PRK,2020-10-01,4.0
PRK,2020-11-01,3.7
PRK,2020-12-01,3.7
PRK,2021-01-01,3.7
PRK,2021-02-01,3.7
PRK,2021-03-01,3.8
PRK,2021-04-01,3.7
PRK,2021-05-01,3.7
PRK,2021-06-01,3.8
PRK,2021-07-01,3.8
PRK,2021-08-01,3.8
PRK,2021-09-01,3.8
PRK,2021-10-01,3.8
PRK,2021-11-01,3.8
PRK,2021-12-01,3.8
PRK,2022-01-01,3.8
PRK,2022-02-01,3.8
PRK,2022-03-01,3.8
PRK,2022-04-01,3.8
PRK,2022-05-01,3.8
PSE,2019-02-01,3.6
PSE,2019-03-01,3.6
PSE,2019-04-01,3.8
PSE,2019-05-01,3.8
PSE,2019-06-01,3.8
PSE,2019-07-01,3.8
PSE,2019-08-01,3.8
PSE,2019-09-01,3.8
PSE,2019-10-01,3.8
PSE,2019-11-01,3.8
PSE,2019-12-01,3.8
PSE,2020-01-01,3.8
PSE,2020-02-01,3.8
PSE,2020-03-01,3.8
PSE,2020-04-01,3.8
PSE,2020-05-01,3.9
PSE,2020-06-01,3.9
PSE,2020-07-01,3.9
PSE,2020-08-01,3.9
PSE,2020-09-01,3.9
PSE,2020-10-01,3.9
PSE,2020-11-01,3.9
PSE,2021-02-01,4.0
PSE,2021-03-01,4.0
PSE,2021-04-01,4.0
PSE,2021-05-01,4.0
PSE,2021-06-01,4.2
PSE,2021-07-01,4.2
PSE,2021-08-01,4.2
PSE,2021-09-01,4.2
PSE,2021-10-01,4.2
PSE,2021-11-01,3.9
PSE,2021-12-01,3.8
PSE,2022-01-01,3.8
PSE,2022-02-01,3.8
PSE,2022-03-01,3.8
PSE,2022-04-01,3.8
PSE,2022-05-01,3.7
RWA,2019-02-01,1.4
RWA,2019-03-01,1.4
RWA,2019-04-01,1.6
RWA,2019-05-01,1.6
RWA,2019-06-01,1.6
RWA,2019-07-01,1.6
RWA,2019-08-01,1.6
RWA,2019-09-01,1.6
RWA,2019-10-01,2.3
RWA,2019-11-01,2.3
RWA,2019-12-01,2.3
RWA,2020-01-01,2.3
RWA,2020-02-01,2.3
RWA,2020-03-01,2.0
RWA,2020-04-01,2.0
RWA,2020-05-01,1.8
RWA,2020-06-01,1.9
RWA,2021-05-01,2.0
RWA,2021-06-01,2.0
RWA,2021-07-01,2.0
RWA,2021-08-01,2.0
RWA,2021-09-01,2.0
RWA,2021-10-01,2.0
RWA,2021-11-01,2.0
RWA,2021-12-01,2.0
SDN,2019-02-01,3.125
SDN,2019-03-01,3.125
SDN,2019-04-01,3.4
SDN,2019-05-01,3.3666666666666667
SDN,2019-06-01,3.4
SDN,2019-07-01,3.4333333333333336
SDN,2019-08-01,3.3666666666666667
SDN,2019-09-01,3.3666666666666667
SDN,2019-10-01,3.4
SDN,2019-11-01,3.4
SDN,2019-12-01,4.1
SDN,2020-01-01,4.1
SDN,2020-02-01,4.15
SDN,2020-03-01,4.199999999999999
SDN,2020-04-01,4.199999999999999
SDN,2020-05-01,4.199999999999999
SDN,2021-05-01,3.5
SDN,2021-06-01,3.95
SDN,2021-07-01,3.16
SDN,2021-08-01,3.366666666666667
SDN,2021-09-01,3.3000000000000003
SDN,2021-10-01,3.14
SDN,2021-11-01,3.1399999999999997
SDN,2021-12-01,3.8000000000000003
SEN,2019-01-01,2.5
SEN,2019-02-01,2.5
SEN,2019-03-01,2.5
SEN,2019-04-01,2.5
SEN,2019-05-01,2.5
SEN,2019-06-01,2.5
SEN,2019-07-01,2.5
SEN,2019-08-01,2.5
SEN,2019-09-01,2.5
SEN,2019-10-01,2.6
SEN,2019-11-01,2.6
SEN,2019-12-01,2.6
SEN,2020-01-01,2.6
SEN,2020-03-01,2.6
SEN,2020-04-01,2.6
SEN,2020-05-01,2.5
SLV,2019-02-01,2.8
SLV,2019-03-01,2.8
SLV,2019-04-01,3.0
SLV,2019-05-01,3.0
SLV,2019-06-01,3.0
SLV,2019-07-01,3.0
SLV,2019-08-01,3.0
SLV,2019-09-01,2.6
SLV,2019-10-01,2.6
SLV,2019-11-01,2.7
SLV,2019-12-01,2.7
SLV,2020-01-01,2.7
SLV,2020-03-01,2.7
SLV,2020-04-01,2.7
SLV,2020-05-01,2.7
SOM,2019-01-01,3.6
SOM,2019-02-01,3.6
SOM,2019-03-01,3.6
SOM,2019-04-01,3.0999999999999996
SOM,2019-05-01,3.2
SOM,2019-06-01,3.2
SOM,2019-07-01,3.2
SOM,2019-08-01,3.2
SOM,2019-09-01,3.2
SOM,2019-10-01,3.1
SOM,2019-11-01,3.1
SOM,2019-12-01,3.1
SOM,2020-01-01,3.1
SOM,2020-03-01,4.7
SOM,2020-04-01,4.7
SOM,2020-05-01,3.033333333333333
SSD,2019-02-01,4.3
SSD,2019-03-01,4.3
SSD,2019-04-01,4.3
SSD,2019-05-01,4.3
SSD,2019-06-01,4.2
SSD,2019-07-01,4.3
SSD,2019-08-01,4.3
SSD,2019-09-01,4.3
SSD,2019-10-01,4.3
SSD,2019-11-01,3.7
SSD,2019-12-01,3.7
SSD,2020-01-01,4.3
SSD,2020-05-01,4.3
SWZ,2020-02-01,3.5
SWZ,2020-03-01,3.5
SWZ,2020-04-01,3.5
SWZ,2020-05-01,3.5
SWZ,2020-06-01,3.5
SWZ,2020-08-01,3.5
SWZ,2021-05-01,3.6
SWZ,2021-06-01,3.9
SWZ,2021-07-01,3.6
SWZ,2021-08-01,3.6
SWZ,2021-09-01,3.6
SWZ,2021-10-01,3.5
SWZ,2021-11-01,3.6
SWZ,2021-12-01,3.6
SYR,2019-01-01,4.9
SYR,2019-02-01,4.9
SYR,2019-03-01,4.8
SYR,2019-04-01,4.8
SYR,2019-05-01,4.449999999999999
SYR,2019-06-01,4.550000000000001
SYR,2019-07-01,4.550000000000001
SYR,2019-08-01,4.550000000000001
SYR,2019-09-01,4.550000000000001
SYR,2019-10-01,4.5
SYR,2019-11-01,4.550000000000001
SYR,2019-12-01,4.550000000000001
SYR,2020-01-01,4.2
SYR,2020-02-01,4.2
SYR,2020-03-01,4.2
SYR,2020-04-01,4.2
SYR,2020-05-01,4.2
SYR,2020-06-01,4.0
SYR,2020-07-01,4.0
SYR,2020-08-01,4.0
SYR,2020-09-01,4.0
SYR,2020-10-01,4.0
SYR,2021-02-01,4.5
SYR,2021-03-01,4.5
SYR,2021-04-01,4.5
SYR,2021-05-01,4.5
SYR,2021-06-01,4.6
SYR,2021-07-01,4.6
SYR,2021-08-01,4.6
SYR,2021-09-01,4.6
SYR,2021-10-01,4.6
SYR,2021-11-01,4.6
SYR,2021-12-01,4.3
SYR,2022-01-01,4.3
TCD,2019-03-01,4.2
TCD,2019-04-01,3.5
TCD,2019-05-01,3.6
TCD,2019-06-01,3.6
TCD,2019-07-01,3.6
TCD,2019-08-01,3.6
TCD,2019-09-01,3.6
TCD,2019-10-01,3.66
TCD,2019-11-01,3.66
TCD,2019-12-01,3.9666666666666663
TCD,2020-01-01,4.3
TCD,2020-02-01,4.3
TCD,2020-03-01,4.3
TCD,2020-04-01,4.3
TCD,2020-05-01,4.1
TCD,2020-06-01,4.0
TCD,2020-07-01,4.0
TCD,2020-08-01,4.0
TCD,2020-09-01,4.0
TCD,2020-10-01,4.0
TCD,2020-11-01,4.1
TCD,2021-02-01,4.1
TCD,2021-03-01,4.2
TCD,2021-04-01,4.2
TCD,2021-05-01,4.2
TCD,2021-06-01,4.3
TCD,2021-07-01,4.3
TCD,2021-08-01,4.3
TCD,2021-09-01,4.3
TCD,2021-10-01,4.2
TCD,2021-11-01,4.2
