feature,importance
disp_6m_avg,0.10152215685215393
logfat_risk3_lag1,0.07632252105691367
logfat_risk3_3m_avg,0.06164714386392123
logfat_risk12_6m_avg,0.05646209417308934
logfat_risk_12,0.0507014778593246
logfat_risk_3,0.04633531606671786
logfat_risk3_lag2,0.045537913299172186
rolling_3m_displacements,0.04235208978083012
logfat_risk3_6m_avg,0.040356754217354816
logfat_risk12_lag1,0.03509724711631556
fat_6m_avg,0.027463823109744708
disp_3m_avg,0.02576080685244059
risk_12,0.024150831487605707
logfat_risk12_lag2,0.023103942247072625
fatalities_lag1,0.020388227070598605
logfat_risk12_3m_avg,0.019497588732896035
risk12_lag2,0.018587744595681008
risk12_6m_avg,0.017834769820760262
risk12_3m_avg,0.01495664062540881
fat_3m_avg,0.013813151915726844
disp_diff_3m_6m,0.013301933016853097
VU,0.011917869969167591
risk12_lag1,0.011470618379712425
risk_3,0.011451264523567983
risk3_lag1,0.01108269572053008
risk3_3m_avg,0.01031944048220282
risk3_lag2,0.009149779968512068
risk3_6m_avg,0.008450356390827201
risk12_change_2m,0.008420105244315529
HA,0.008165745125401493
INFORM,0.007986774728644482
risk3_change_2m,0.007736669332333705
fatalities_lag2,0.007034046787103732
acled_disp_score_mean,0.006694367071135161
logfat_risk12_change_2m,0.006669763280131038
acled_semantic_intensity,0.006647979294594198
acled_disp_score_max,0.006414093626415343
disp_per_fatality,0.0062262150359243896
CC,0.00620994222662152
monthly_displacement_lag1,0.006085340953253606
p_sig2,0.005799612293838019
disp_per_event,0.005718201330735464
logfat_risk3_change_2m,0.005498505540596934
conflict_severity_index,0.0053070129592612605
lethality_rate,0.005252371842128758
fat_change_lag2_to_now,0.004035569896218257
disp_change_lag2_to_now,0.00386605928845556
bat_civ,0.003677264501851727
protracted_signal,0.0036048029068365445
fat_diff_3m_6m,0.0034284693097108385
monthly_displacement_lag2,0.003250268624532658
disp_change_lag1_to_now,0.0031842146509575907
fat_change_lag1_to_now,0.002771619054230155
hdx_3m_sum,0.001796363761883954
bat_gr90,0.00123621015054036
hdx_high_3m_sum,0.001209433009609753
risk_gt_025,0.0009139336708446626
mean_value_hdx,0.0009083371037110838
logfat_risk_3_high_last_5m,0.0008932915934769841
hdx_value,0.0008251665926552038
acled_disp_events_ratio,0.0008023961273244676
hdx_medium_3m_sum,0.000623127919403777
exp_gr150,0.0003765363049544932
hdx_alert_Medium concern,0.0002131501427041348
hard_onset_signal,0.00019336706010216235
p_sig1,0.00018385398665161093
acled_disp_events_count,0.00017651011599889796
h_sig2,0.00017563571500674977
logfat_risk_12_high_last_5m,0.00016232007781298178
logfat_risk_3_gt_4,0.00012511154354064125
p_sig3,0.00011140059050864801
logfat_risk_12_above_5,9.745321527634295e-05
bat_gr90_and_exp_gr150,8.700606424547378e-05
hdx_med_high_count,7.980250727984776e-05
bat_gr90_and_exp_gr150_last_5m,6.397405099770176e-05
hdx_alert_High concern,2.371351625283769e-05
h_sig1,6.910788874516415e-07
INFORM_above_06,3.8742948307892287e-17
INFORM_high_last_5m,1.7191871869714386e-17
